codSubclase,Descripción,"Estado (1-Inactivo, 2-Activo)"
104000001,Elaboración de aceites y grasas crudas y refinadas a partir de los productos vegetales y animales excepto la extracción y refinación de manteca de cerdo y otras grasas comestibles de origen animal,2
104000002,"Elaboración de aceites vegetales crudos: aceite de oliva, aceite de soya, aceite de palma, aceite de girasol, aceite de colza o de mostaza, aceite de linaza, etc.",2
104000003,"Elaboración de harina y sémola sin desengrasar de semillas, nueces y almendras oleaginosas",2
104000004,"Elaboración de aceites vegetales refinados: aceite de oliva, aceite de soja, etc.",2
104000005,"Elaboración de aceites vegetales: oxidación por corriente de aire, cocción, deshidratación, hidrogenación, etc.",2
104000006,Elaboración de margarina,2
104000007,Elaboración de mezclas de aceites de oliva y otros alimentos similares para untar,2
104000008,Elaboración de grasas mixtas para cocinar,2
104000009,Elaboración de aceites y grasas de origen animal no comestibles,2
104000010,Extracción de aceites de pescado y de mamíferos marinos,2
104000011,"Producción de borra de algodón, tortas y otros productos residuales de la elaboración de aceite",2
104099000,Elaboración de aceites y grasas de origen vegetal y animal,2
105000001,"Elaboración de leche fresca líquida pasteurizada, esterilizada, homogeneizada y/o tratada a altas temperaturas",2
105000002,Elaboración de bebidas a base de leche,2
105000003,"Elaboración de crema a partir de leche fresca líquida, pasteurizada, esterilizada u homogeneizada, elaboración de leche en polvo o condensada, azucarada o sin azúcar",2
105000004,"Elaboración de leche o crema en forma sólida, elaboración de mantequilla",2
105000005,"Elaboración de yogur, elaboración de queso y cuajada",2
105000006,Elaboración de sueros,2
105000007,Elaboración de caseína o lactosa,2
105000008,Elaboración de helados y sorbetes,2
105099000,Elaboración de productos lácteos,2
106101000,"Beneficio de arroz, incluye la producción de harina de arroz",2
106102001,Elaboración de tortillas de maíz o trigo,2
106102090,"Elaboración de otro tipo de tortillas, no contemplado en otra actividad asociada",2
106109001,"Molienda de cereales: producción de harina, sémola y gránulos de trigo, centeno, avena, maíz y otros cereales",2
106109002,"Molienda de legumbres: producción de harina y sémola de leguminosas desecadas, de raíces y tubérculos y de nueces comestibles",2
106109003,Elaboración de cereales para el desayuno,2
106109004,"Elaboración de mezclas de harinas y de harina y masa mezclada y preparada para la fabricación de pan, bizcochos, galletas o panqueques",2
106199000,Elaboración de varios productos de molinería,2
106200001,"Elaboración de almidones de arroz, papas, maíz, etc.",2
106200002,Molienda en húmedo de maíz,2
106200003,"Elaboración de glucosa, jarabe de glucosa, maltosa, inulina, etc.",2
106200004,Elaboración de gluten,2
106200005,Elaboración de tapioca y sustitutos de tapioca preparados del almidón,2
106200006,Elaboración de aceite de maíz,2
106299000,Elaboración de almidones y varios productos derivados del almidón,2
107101000,"Elaboración de galletas, en una unidad especializada",2
107102001,"Elaboración de productos frescos, congelados o secos de panadería",2
107102002,Elaboración de pan y panecillos,2
107102003,"Elaboración de pasteles, queques, etc.",2
107102004,Elaboración de productos de pastelería y bizcochos envasados,2
107102005,Elaboración de productos de aperitivo dulce o salado,2
107102006,Elaboración de pasteles,2
107102007,"Elaboración de productos de panadería congelados: panqueques, wafles, bollos, etc.",2
107199000,Elaboración de varios productos de panadería,2
107200001,"Comprende la elaboración de azúcar refinada (sacarosa) y sustitutos del azúcar como el jugo de caña, remolacha, arce y palma",2
107200002,Elaboración de almíbar de azúcar,2
107200003,Elaboración de melaza,2
107200004,Elaboración de miel de maple,2
107299000,Elaboración de azúcar y varios productos derivados de la caña de azúcar,2
107300001,"Elaboración de cacao y de manteca, grasa y aceite de cacao",2
107300002,Elaboración de chocolate y productos de chocolate,2
107300003,"Elaboración de productos de confitería: caramelos, turrón, caramelo perfumado, dulce de caramelo, confites blandos y chocolate blanco",2
107300004,Elaboración de goma de mascar (chicles),2
107300005,"Conservas y jaleas de frutas, nueces, cáscara de frutas y otras partes de las frutas en azúcar",2
107300006,Elaboración de tabletas y pastillas de confitería,2
107399000,"Elaboración de cacao, chocolate y productos de confitería",2
107400001,"Elaboración de pastas frescas como: macarrones y fideos, sean o no cocidos o rellenos o sin rellenar. elaboración de alcuzcuz",2
107400002,Elaboración de productos de pasta congelados o enlatados,2
107499000,"Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares",2
107500001,"Elaboración de platos preparados de carne o de pollo envasados, etiquetados y listos para consumir",2
107500002,"Elaboración de platos preparados de pescado, incluido pescado con patatas fritas envasados, etiquetados y listos para consumir",2
107500003,"Elaboración de platos preparados de legumbres y hortalizas envasados, etiquetados y listos para consumir",2
107500004,"Elaboración de estofados enlatados y comidas preparadas al vacío envasados, etiquetados y listos para consumir",2
107500005,"Elaboración de otras comidas preparadas, envasadas, etiquetadas y listas para consumir",2
107500006,"Elaboración de pizza congelada o conservada de otra manera, etiquetada y lista para consumir",2
107599000,"Elaboración de comidas y platos preparados varios envasados, etiquetados y listos para consumir",2
107901001,"Tostado, molienda, descafeinado del café",2
107901002,"Producción de productos de café como: café molido, café soluble, extracto y concentrado de café y elaboración de productos derivados del café",2
107909001,Elaboración de infusiones y mezclas de té y mate,2
107909002,Elaboración de extractos y preparados a base de té o mate,2
107909003,Elaboración de polvos y esencias de sabor para refrescos,2
107909004,Elaboración de siropes,2
107909005,Elaboración de sopas y caldos,2
107909006,"Elaboración de alimentos para usos especiales como: leche maternizada, leche y otros alimentos de transición, alimentos infantiles, alimentos que contienen ingredientes homogeneizados",2
107909007,"Elaboración de especies a base de plantas naturales, salsas, aderezos y condimentos",2
107909008,Elaboración de colorantes y saborizantes naturales para alimentos (achiote y otros),2
107909009,Elaboración de vinagre,2
107909010,Elaboración de miel artificial y caramelo,2
107909011,Elaboración de coco rallado,2
107909012,Elaboración de gelatinas y mezclas preparadas para flanes,2
107909013,Elaboración de palomitas de maíz,2
107909014,"Elaboración de alimentos preparados perecederos como: sándwiches y bocadillos, pizza fresca sin hornear",2
107909015,Elaboración de levadura y/o polvo de hornear,2
107909016,"Elaboración de extractos y jugos de carne, pescado, crustáceos o moluscos",2
107909017,Elaboración de sustitutos no lácteos de leche y de queso,2
107909018,"Elaboración de productos de huevo, ovoalbúmina",2
107909019,Elaboración de sal de mesa como la sal yodada,2
107909020,Elaboración de concentrados artificiales,2
107909090,Elaboración de otros productos alimenticios no contemplado en otra actividad asociada,2
107999000,Elaboración de otros varios productos alimenticios no contemplado en otra actividad asociada,2
108000001,"Elaboración de alimentos preparado para mascotas, incluyendo perros, gatos, pájaros, peces, etc.",2
108000002,"Elaboración de alimentos preparados para animales de granja, incluyendo alimentos concentrados animales y suplementos alimenticios",2
108000003,Preparación de alimentos no mezclados (elaborado a partir de un único producto) para animales de granja,2
108000004,Tratamiento de desperdicio de mataderos para producir alimento para animales,2
108099000,Elaboración de alimentos preparados para animales,2
110100001,"Elaboración de bebidas alcohólicas destiladas: whisky, brandy, coñac, ginebra, etc.",2
110100002,Mezcla de bebidas alcohólicas destiladas,2
110100003,Producción de aguardientes neutros,2
110199000,"Destilación, rectificación y mezcla de bebidas alcohólicas",2
110200001,Elaboración de vinos espumante o no,2
110200002,Elaboración de vinos a partir de mosto de uva concentrado,2
110200003,"Elaboración de bebidas alcohólicas fermentadas pero no destiladas: sake, sidra, perada, aguamiel y otros vinos de frutas y bebidas mezcladas que contienen alcohol",2
110200004,Elaboración de vermut y similares,2
110200005,Mezcla de vino,2
110200006,Elaboración de vino de baja graduación o sin alcohol,2
110299000,Elaboración de vinos,2
110300001,"Elaboración de bebidas malteadas como: cerveza de fermentación alta, cerveza negra y oscura",2
110300002,Elaboración de malta,2
110300003,Elaboración de cerveza de baja graduación o sin alcohol,2
110399000,Elaboración de bebidas malteadas y de malta,2
110400001,"Producción de aguas naturales, minerales y otras aguas embotelladas",2
110400002,"Elaboración de bebidas no alcohólicas, excepto cerveza y vino sin alcohol",2
110400003,"Elaboración de bebidas no alcohólicas endulzadas y saborizadas: limonadas, naranjadas, colas, bebidas a base de jugos de frutas, aguas tónicas, etc.",2
110400004,Elaboración de bebidas gaseosas,2
110499000,Elaboración de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas,2
120000001,"Elaboración de productos de tabaco y productos sustitutos al tabaco como: cigarrillos de tabaco, cigarros, tabaco de pipa, tabaco para masticar, rapé, etc.",2
120000002,Elaboración de tabaco homogeneizado o reconstituido,2
120000003,Relleno y secado de las hojas de tabaco,2
120099000,Elaboración de productos de tabaco,2
131100001,Operaciones preparatorias en fibras textiles,2
131100002,"Hilatura y fabricación de hilados e hilos para tejedura o costura, para el comercio o para procesamiento posterior",2
131100003,"Texturización, torcedura, plegado, cableado y remojo de hilaturas filamentosas sintéticas o artificiales",2
131100004,Elaboración de hilo de papel,2
131199000,Preparación e hilatura de fibras textiles,2
131200001,"Fabricación de tejidos anchos de algodón, lana, lana peinada o seda, incluidos los fabricados a partir de mezclas o de hilados sintéticos o artificiales",2
131200002,"Fabricación de otros tejidos anchos de lino, ramio, cáñamo, yute y fibras blandas y de hilados especiales",2
131200003,"Fabricación de tejidos aterciopelados y de felpilla, tejidos de rizo para toallas, grasa, etc.",2
131200004,Fabricación de tejidos de fibra de vidrio,2
131200005,Fabricación de tejidos de carbono y de aramidas,2
131200006,Fabricación de tejidos que imitan las pieles finas,2
131299000,Tejedura de productos textiles,2
131300001,"Blanqueo y teñido de fibras, hilados, tejidos y artículos textiles, incluidas prendas de vestir",2
131300002,"Apresto, secado, vaporizado, encogimiento, remallado, sanforizado y mercerizado de textiles y artículos textiles, incluidas prendas de vestir",2
131300003,Decoloración de pantalones vaqueros (jeans),2
131300004,Plisado de textiles y operaciones similares,2
131300005,"Impermeabilizado, revestimiento, cauchutado o impregnación de prendas de vestir",2
131300006,Estampado de productos textiles y prendas de vestir,2
131300007,Serigrafía en prendas de vestir,2
131300090,"Otro tipo de acabado de productos textiles, no contemplado en otra actividad asociada",2
131399000,Acabado de productos textiles,2
139100001,"Fabricación y elaboración de tejidos de punto o ganchillo: tejidos aterciopelados, de rizo, tejidos de red; otros tejidos de punto o ganchillo",2
139100002,Fabricación de pieles de imitación de punto,2
139199000,Fabricación de tejidos de punto y ganchillo,2
139200001,"Fabricación de artículos confeccionados de cualquier material textil: mantas de viaje, frazadas, ropa de cama, manteles, toallas, edredones, cojines, almohadas, sacos de dormir, etc.",2
